,Unnamed: 0,Unnamed: 0.1,Company Name,Location,Datum,Detail,Status Rocket, Rocket,Status Mission
294,4090,4090,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Apr 26, 1963",Scout X-2M | DSAP-1 F4 (Program 35),StatusRetired,0,Failure
295,4093,4093,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Apr 06, 1963 03:01 UTC",Cosmos-2I (63S1) | DS-P1 #2,StatusRetired,0,Failure
296,4094,4094,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Apr 05, 1963 03:01 UTC",Scout X-3 | Transit-5A 2,StatusRetired,0,Failure
297,4098,4098,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Feb 03, 1963 09:29 UTC",Molniya | E-6 n†­2 (Luna 4),StatusRetired,0,Failure
298,4099,4099,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 04, 1963 08:49 UTC",Molniya | E-6 n†­1 (Luna 4),StatusRetired,0,Failure
299,4102,4102,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Mon Dec 17, 1962 20:36 UTC",Atlas-LV3 Agena-B | Midas 6,StatusRetired,0,Failure
300,4111,4111,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Nov 04, 1962 15:35 UTC",Molniya | 2MV-3 n†­1 (Mars 2),StatusRetired,0,Failure
301,4116,4116,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Oct 25, 1962 07:00 UTC",Cosmos-2I (63S1) | 1MS #2,StatusRetired,0,Failure
302,4117,4117,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Oct 24, 1962 17:55 UTC",Molniya | 2MV-4 n†­1 (Mars 1),StatusRetired,0,Failure
303,4129,4129,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 12, 1962 00:59 UTC",Molniya | 2MV-2 n†­1 (Venera 2),StatusRetired,0,Failure
304,4131,4131,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Sep 01, 1962 02:12 UTC",Molniya | 2MV-1 n†­2 (Venera 2),StatusRetired,0,Failure
305,4134,4134,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 25, 1962 02:56 UTC",Molniya | 2MV-1 n†­1 (Venera 2),StatusRetired,0,Failure
306,4143,4143,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sun Jul 22, 1962 09:21 UTC",Atlas-LV3 Agena-B | Mariner 1,StatusRetired,0,Failure
307,4154,4154,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 01, 1962 09:37 UTC",Vostok-2 | Zenit-2 n†­3,StatusRetired,0,Failure
308,4158,4158,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Thu May 24, 1962",Scout X-2M | DSAP-1 F1 (Program 35),StatusRetired,0,Failure
309,4160,4160,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu May 10, 1962 12:06 UTC",Thor-DM21 Ablestar | ANNA 1A,StatusRetired,0,Failure
310,4161,4161,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue May 08, 1962 19:49 UTC",Atlas-LV3C Centaur-A | AC-1 (Test Vehicle),StatusRetired,0,Failure
311,4165,4165,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Thu Apr 26, 1962 10:49 UTC",Scout X-2 | Solrad 4B,StatusRetired,0,Failure
312,4176,4176,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Wed Feb 21, 1962 18:44 UTC",Thor DM-21 Agena-B | FTV 2301,StatusRetired,0,Partial Failure
313,4179,4179,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Fri Jan 26, 1962 20:30 UTC",Atlas-LV3 Agena-B | Ranger 3,StatusRetired,0,Partial Failure
314,4180,4180,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jan 24, 1962 09:30 UTC",Thor-DM21 Ablestar | LOFTI-2A & Others,StatusRetired,0,Failure
315,4181,4181,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Jan 13, 1962 21:41 UTC",Thor DM-21 Agena-B | Discoverer 37,StatusRetired,0,Failure
316,4182,4182,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Dec 22, 1961 19:12 UTC",Atlas-LV3 Agena-B | Samos 5,StatusRetired,0,Partial Failure
317,4183,4183,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Dec 21, 1961 12:30 UTC",Cosmos-2I (63S1) | DS-1 2,StatusRetired,0,Failure
318,4185,4185,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Dec 11, 1961 09:39 UTC",Vostok | Zenit-2 n†­1,StatusRetired,0,Failure
319,4187,4187,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Wed Nov 22, 1961 20:45 UTC",Atlas-LV3 Agena-B | Samos 4,StatusRetired,0,Failure
320,4188,4188,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sat Nov 18, 1961 08:12 UTC",Atlas-LV3 Agena-B | Ranger 2,StatusRetired,0,Failure
321,4191,4191,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Sun Nov 05, 1961 20:00 UTC",Thor DM-21 Agena-B | Discoverer 34,StatusRetired,0,Failure
322,4192,4192,NASA,"LC-18B, Cape Canaveral AFS, Florida, USA","Wed Nov 01, 1961 15:32 UTC",Blue Scout II | Mercury-Scout 1 (MS-1),StatusRetired,0,Failure
323,4193,4193,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Fri Oct 27, 1961 16:30 UTC",Cosmos-2I (63S1) | DS-1 1,StatusRetired,0,Failure
324,4194,4194,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Mon Oct 23, 1961 19:23 UTC",Thor DM-21 Agena-B | Discoverer 33,StatusRetired,0,Failure
325,4195,4195,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat Oct 21, 1961 13:53 UTC",Atlas-LV3 Agena-B | Midas 4,StatusRetired,0,Partial Failure
326,4200,4200,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sat Sep 09, 1961 19:28 UTC",Atlas-LV3 Agena-B | Samos 3,StatusRetired,0,Failure
327,4202,4202,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Fri Aug 25, 1961 18:29 UTC",Scout X-1 | Explorer 13,StatusRetired,0,Partial Failure
328,4203,4203,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Wed Aug 23, 1961 10:04 UTC",Atlas-LV3 Agena-B | Ranger 1,StatusRetired,0,Failure
329,4206,4206,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Fri Aug 04, 1961 00:01 UTC",Thor DM-21 Agena-B | Discoverer 28,StatusRetired,0,Failure
330,4207,4207,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Fri Jul 21, 1961 22:35 UTC",Thor DM-21 Agena-B | Discoverer 27,StatusRetired,0,Failure
331,4212,4212,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Fri Jun 30, 1961 17:09 UTC",Scout X-1 | Explorer (S-55),StatusRetired,0,Failure
332,4215,4215,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Thu Jun 08, 1961 21:16 UTC",Thor DM-21 Agena-B | Discoverer 24,StatusRetired,0,Failure
333,4217,4217,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Tue Apr 25, 1961 16:15 UTC",Atlas-D Mercury | Mercury-Atlas 3 (MA-3),StatusRetired,0,Failure
334,4220,4220,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Thu Mar 30, 1961 20:34 UTC",Thor DM-21 Agena-B | Discoverer 22,StatusRetired,0,Failure
335,4231,4231,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Feb 04, 1961 01:18 UTC",Molniya | 1VA n†­1 (Venera 1),StatusRetired,0,Failure
336,4234,4234,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 22, 1960 07:45 UTC",Vostok | 1K n†­5 (Korabl-Sputnik 3),StatusRetired,0,Failure
337,4237,4237,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Dec 15, 1960 09:10 UTC",Atlas-D Able | Pioneer P-31,StatusRetired,0,Failure
338,4239,4239,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Sun Dec 04, 1960 21:14 UTC",Scout X-1 | Explorer (S-56),StatusRetired,0,Failure
339,4241,4241,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Nov 30, 1960 19:50 UTC",Thor-DM21 Ablestar | Transit 3A & GRAB-2,StatusRetired,0,Failure
340,4243,4243,NASA,"LC-5, Cape Canaveral AFS, Florida, USA","Mon Nov 21, 1960 14:00 UTC",Mercury-Redstone | Mercury-Redstone 1 (MR-1),StatusRetired,0,Failure
341,4245,4245,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Oct 26, 1960 20:26 UTC",Thor DM-21 Agena-B | Discoverer 16,StatusRetired,0,Failure
342,4246,4246,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 14, 1960 13:51 UTC",Molniya | 1M n†­2 (Marsnik 2),StatusRetired,0,Failure
343,4247,4247,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Oct 11, 1960 20:33 UTC",Atlas-LV3 Agena-A | Samos 1,StatusRetired,0,Failure
344,4248,4248,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 10, 1960 14:27 UTC",Molniya | 1M n†­1 (Marsnik 1),StatusRetired,0,Failure
345,4250,4250,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sun Sep 25, 1960 15:13 UTC",Atlas-D Able | Pioneer P-30,StatusRetired,0,Failure
346,4253,4253,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Aug 18, 1960 19:58 UTC",Thor-DM21 Ablestar | Courier 1A,StatusRetired,0,Failure
347,4257,4257,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Fri Jul 29, 1960 13:13 UTC",Atlas-D Mercury | Mercury-Atlas 1 (MA-1),StatusRetired,0,Failure
348,4258,4258,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jul 28, 1960 09:31 UTC",Vostok | 1K n†­2 (Korabl-Sputnik 2),StatusRetired,0,Failure
349,4259,4259,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Jun 29, 1960 22:00 UTC",Thor-DM18 Agena-A | Discoverer 12,StatusRetired,0,Failure
350,4263,4263,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri May 13, 1960 09:16 UTC",Thor DM-19 Delta | Echo 1,StatusRetired,0,Failure
351,4264,4264,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Apr 16, 1960",Vostok | E-3 n†­3 (Luna-3),StatusRetired,0,Failure
352,4266,4266,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1960 15:06 UTC",Vostok | E-3 n†­2 (Luna-3),StatusRetired,0,Failure
353,4270,4270,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Fri Feb 26, 1960 17:25 UTC",Atlas-LV3 Agena-A | Midas 1,StatusRetired,0,Failure
354,4271,4271,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Fri Feb 19, 1960 20:15 UTC",Thor-DM18 Agena-A | Discoverer 10,StatusRetired,0,Failure
355,4272,4272,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Thu Feb 04, 1960 18:51 UTC",Thor-DM18 Agena-A | Discoverer 9,StatusRetired,0,Failure
356,4273,4273,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Thu Nov 26, 1959 07:26 UTC",Atlas-D Able | Pioneer P-3,StatusRetired,0,Failure
357,4274,4274,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Fri Nov 20, 1959 19:25 UTC",Thor-DM18 Agena-A | Discoverer 8,StatusRetired,0,Failure
358,4277,4277,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Fri Sep 18, 1959 05:20 UTC",Vanguard | Vanguard 3,StatusRetired,0,Partial Failure
359,4278,4278,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Sep 17, 1959 14:34 UTC",Thor DM-18 Able-II | Transit 1A,StatusRetired,0,Failure
360,4280,4280,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Wed Sep 09, 1959 08:19 UTC",Atlas-D Mercury | Big Joe 1,StatusRetired,0,Partial Failure
361,4284,4284,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Thu Jun 25, 1959 22:47 UTC",Thor-DM18 Agena-A | Discoverer 4,StatusRetired,0,Failure
362,4285,4285,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Mon Jun 22, 1959 20:16 UTC",Vanguard | Vanguard SLV-6,StatusRetired,0,Failure
363,4286,4286,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jun 18, 1959 08:08 UTC",Vostok | E-1A n†­1 (Luna-2),StatusRetired,0,Failure
364,4287,4287,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Jun 03, 1959 20:09 UTC",Thor-DM18 Agena-A | Discoverer 3,StatusRetired,0,Failure
365,4288,4288,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Tue Apr 14, 1959 02:49 UTC",Vanguard | Vanguard SLV-5,StatusRetired,0,Failure
366,4290,4290,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Feb 28, 1959 21:49 UTC",Thor-DM18 Agena-A | Discoverer 1,StatusRetired,0,Failure
367,4292,4292,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 02, 1959 16:41 UTC",Vostok | Luna-1,StatusRetired,0,Partial Failure
368,4294,4294,AMBA,"LC-5, Cape Canaveral AFS, Florida, USA","Sat Dec 06, 1958 05:44 UTC",Juno II | Pioneer 3,StatusRetired,0,Partial Failure
369,4295,4295,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 04, 1958 18:18 UTC",Vostok | E-1 n†­3 (Luna-1),StatusRetired,0,Failure
370,4296,4296,NASA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Nov 08, 1958 07:30 UTC",Thor-DM 18 Able I | Pioneer 2,StatusRetired,0,Failure
371,4297,4297,AMBA,"LC-5, Cape Canaveral AFS, Florida, USA","Thu Oct 23, 1958 03:21 UTC",Juno I | Beacon 1,StatusRetired,0,Failure
372,4298,4298,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Oct 11, 1958 21:41 UTC",Vostok | E-1 n†­2 (Luna-1),StatusRetired,0,Failure
373,4299,4299,NASA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Oct 11, 1958 08:42 UTC",Thor-DM 18 Able I | Pioneer 1,StatusRetired,0,Partial Failure
374,4300,4300,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Fri Sep 26, 1958 15:38 UTC",Vanguard | Vanguard SLV-3,StatusRetired,0,Failure
375,4301,4301,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Sep 23, 1958 07:40 UTC",Vostok | E-1 n†­1 (Luna-1),StatusRetired,0,Failure
376,4302,4302,US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA","Fri Aug 29, 1958",NOTS-EV-1 Pilot II | Pilot-6 (R3,StatusRetired,0,Failure
377,4303,4303,US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA","Tue Aug 26, 1958",NOTS-EV-1 Pilot II | Pilot-5 (R2),StatusRetired,0,Failure
378,4304,4304,US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA","Mon Aug 25, 1958",NOTS-EV-1 Pilot II | Pilot-4 (R1),StatusRetired,0,Failure
379,4305,4305,AMBA,"LC-5, Cape Canaveral AFS, Florida, USA","Sun Aug 24, 1958 06:17 UTC",Juno I | Explorer 5,StatusRetired,0,Failure
380,4306,4306,US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA","Fri Aug 22, 1958",NOTS-EV-1 Pilot II | Pilot-3 (D3),StatusRetired,0,Failure
381,4307,4307,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sun Aug 17, 1958 12:18 UTC",Thor-DM 18 Able I | Pioneer 0,StatusRetired,0,Failure
382,4308,4308,US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA","Tue Aug 12, 1958",NOTS-EV-1 Pilot II | Pilot-2 (D2),StatusRetired,0,Failure
383,4310,4310,US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA","Fri Jul 25, 1958",NOTS-EV-1 Pilot II | Pilot-1 (D1),StatusRetired,0,Failure
384,4311,4311,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Thu Jun 26, 1958 05:00 UTC",Vanguard | Vanguard SLV-2,StatusRetired,0,Failure
385,4312,4312,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Wed May 28, 1958 03:46 UTC",Vanguard | Vanguard SLV-1,StatusRetired,0,Failure
386,4314,4314,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Mon Apr 28, 1958 02:53 UTC",Vanguard | Vanguard TV5,StatusRetired,0,Failure
387,4315,4315,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 27, 1958 09:01 UTC",Sputnik 8A91 | Sputnik-3 #1,StatusRetired,0,Failure
388,4318,4318,AMBA,"LC-26A, Cape Canaveral AFS, Florida, USA","Wed Mar 05, 1958 18:27 UTC",Juno I | Explorer 2,StatusRetired,0,Failure
389,4319,4319,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Wed Feb 05, 1958 07:33 UTC",Vanguard | Vanguard TV3BU,StatusRetired,0,Failure
390,4321,4321,US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA","Fri Dec 06, 1957 16:44 UTC",Vanguard | Vanguard TV3,StatusRetired,0,Failure
